,0,1,2,3,4,5,6,7,8
20141231,0.9675611179617781,1.0695491285541745,1.0799793265798696,1.0075869798826262,1.057055803116373,1.1027080823123292,0.9392463170809415,1.0683205141933165,1.1240327607621314
20150130,1.0130089341087334,1.1328974994764882,1.16461146846203,1.0213712671155903,1.1148466515751827,1.1921690421119517,0.9324334305976547,1.1637073398841038,1.2636770850404462
20150227,1.1675200905927923,1.3339810734999746,1.3698089758852128,1.1544210559655728,1.3249731185958533,1.435056409703025,1.0402119246997479,1.4359005733809342,1.5652744874262727
20150331,1.4180483405265198,1.5457682480984554,1.5519970333063267,1.3634905758747309,1.5499024475762737,1.6070354957324744,1.2245042356110514,1.6416141500623098,1.7819172525674978
20150430,1.473287967246871,1.7206413323440635,1.8588793485609827,1.436881653516827,1.7590417104398826,2.0889039092424673,1.1728502884323684,1.9590144204688316,2.272140389394185
20150529,1.4087373844635895,1.527599496373229,1.5340333067280367,1.4333577489895706,1.6259055109912595,1.6811799802808254,1.2135530332464382,1.6618623397201757,1.8345853507021521
20150630,1.1617374055387832,1.2904585348866457,1.3049154572789448,1.2541088463157568,1.34668979865895,1.3782783991525198,1.0833636043973767,1.3592574737203147,1.5056058582302783
20150731,1.0193091445769924,1.1293787352953575,1.0863328626550064,1.1132922269554208,1.1626632351454347,1.1315635676876532,0.9511479483605176,1.213257593360918,1.1993698943215438
20150831,0.9632889536440506,1.0767530438415067,1.0363368660990913,1.0515705796151904,1.1085228346332698,1.11545513035052,0.9250778481304199,1.1514570375182476,1.181722036877939
20150930,1.079338028635448,1.2640376721212316,1.249446631246815,1.1981515698916463,1.3242169287992431,1.3781777639741797,0.9928385463386371,1.4010830910112961,1.46626288998682
20151030,1.0910635644258153,1.307707493220998,1.3006983897311684,1.2038170779548847,1.4271207729021855,1.5226491650983078,1.0224379847779566,1.4969733282148616,1.6416767582782807
20151130,1.1643601994511117,1.3906516751031786,1.340552312112452,1.2452624981452367,1.4960792078323029,1.5641584802096369,1.0387239005953384,1.579705130681148,1.683301019974022
20151231,0.8966313928653505,1.0097082853956456,0.9479449271673246,0.9324859673109227,1.0268484875122008,1.0858822343035293,0.8517417694744001,1.1073863198316714,1.1451052382126568
20160129,0.8894894974866819,0.9956463732761129,0.9204356411643022,0.9245801114132823,1.006867894721991,1.0466160204202761,0.8404079910346207,1.077583756589532,1.0967667271077302
20160229,0.9979518832442814,1.1425600746648847,1.0842086685921901,1.0173482090114827,1.1802621181286062,1.2432257752850278,0.9209750809286459,1.2560333596919007,1.3063707303822172
20160331,0.9818778526573906,1.1332176936975922,1.0357414399312317,1.006958122683049,1.145982692704474,1.2047490589569259,0.9015735472457128,1.2654503116826539,1.2683249808937946
20160429,0.9730392867111168,1.1442824002248841,1.0275418429556742,0.9945721914181561,1.1380431903388417,1.201941628491742,0.9052201246446848,1.2654825572872135,1.255475097434849
20160531,0.9802996817718367,1.2021259078829516,1.0820477123522994,0.994453701419261,1.1959277709601286,1.260250801386796,0.9124136714873984,1.3385464795842057,1.3446287036731315
20160630,1.0296690146898542,1.2382932458990685,1.0561745728023797,1.032986891377718,1.1960950430116581,1.2183155299258903,0.9424714307975093,1.3392367071970643,1.261630788150419
20160729,1.070129186229614,1.264375920275312,1.0826726736342136,1.0902275687877834,1.23516708724536,1.2579571407938959,0.9818670092762631,1.4049927092683974,1.32007320670883
20160831,1.0472786410853838,1.2450236543488225,1.0499122790365114,1.0678795036947573,1.209459079918655,1.215632274928882,0.9631823452259274,1.3832606369492226,1.2958682505856618
20160930,1.0807824460627908,1.2748726862947326,1.0705207914517623,1.1012523744143077,1.24522704233284,1.2574605208862448,0.98142131785419,1.430408123453871,1.3402516807437705
20161031,1.1723534951833148,1.2923261610180083,1.0757747006725389,1.151336922291232,1.2564315459299296,1.2773290254341352,1.0217995015947823,1.4609243209469034,1.3642918188118753
20161130,1.1035292594398347,1.2208226356430527,0.9983936836412564,1.116549909900907,1.197953259537685,1.1802542935960108,0.9879042822426385,1.380642632613099,1.2693317178625023
20161230,1.1422974569996043,1.2125544670050141,0.976439405807201,1.1313767795310417,1.1652735968459353,1.132938735674606,1.0255207310757617,1.330647377189475,1.1997406739045056
20170126,1.1722940492370109,1.26445701512424,1.0178384033771646,1.1784119424709083,1.199741648900982,1.1647886731683814,1.0431145013892729,1.395595445854584,1.2981514751129684
20170228,1.166260038695399,1.280428786048595,1.0261179063857293,1.166861314152245,1.1922546976150912,1.1609835758230629,1.0381920657780446,1.358238132180408,1.2752915131499225
20170331,1.1568614523585905,1.2456991227261114,1.0077752409056389,1.1535831605589693,1.154388231458273,1.0889418910009518,1.0186548982986403,1.279062673133566,1.1721846675939676
20170428,1.1347733176895367,1.2048281283032554,0.9841793369201031,1.1468251141902406,1.09248075540913,1.0286201974293199,1.04017331148379,1.1811755160374564,1.0727139752509165
20170531,1.1959214296550669,1.3019732080328317,1.0492666676520896,1.182706483229864,1.1340801793441657,1.0803061614943372,1.055417776889593,1.2218968194686972,1.1166749889894916
20170630,1.2487793558990448,1.2923093033973279,1.0276940254894216,1.2381667942103909,1.1404155087485204,1.0401735021038152,1.129737602134804,1.2235016487173174,1.0842459921883456
20170731,1.2534929363637446,1.3144713035248778,1.059282669824102,1.247065557763863,1.1854888217147157,1.0957345790781141,1.1629978957752996,1.2693598687369763,1.1323282262874794
20170831,1.2568099006344584,1.3593495170282075,1.100342822668898,1.24273740365634,1.206890056337406,1.1218536367547114,1.1538406072610738,1.2655844236986034,1.155454026944785
20170929,1.276022308357401,1.3855200333490967,1.1720783397032406,1.26374265976871,1.2164121867886917,1.118482838133018,1.1468156448576095,1.2349490436044799,1.139931572186417
20171031,1.2605018357099285,1.3256337036630907,1.1148530020583656,1.2488218362872705,1.1673836408621299,1.046396675753186,1.1316372108363015,1.1454016677537322,1.0600044060239426
20171130,1.2630857770543995,1.337215071577047,1.1607188219834215,1.2638440695472055,1.157415299302711,1.052117995804164,1.1102944158375874,1.1247000021721854,1.024690022688543
20171229,1.3811543100192907,1.3237970810679318,1.1645800764944279,1.3377157348195219,1.1608794363934318,1.0333257535569838,1.2275106441029728,1.1359700432231776,0.9861706703438826
20180131,1.2979519671868986,1.2740758356784858,1.1351290892450097,1.224909834636096,1.1142296491236532,1.0228908144517646,1.1366536776478204,1.0786751174282248,0.953660198537343
20180228,1.2737827835608007,1.2995480433204307,1.1409590359581023,1.1713497484782185,1.115655681007919,1.0835759119065276,1.0803744993036875,1.090834350784694,1.0028515905211097
20180330,1.240382970288489,1.2511522342892973,1.1039505806882157,1.1417606687066855,1.067747636259983,1.0375128784760923,1.052218550488784,1.0470388111987243,0.9570868012196785
20180427,1.253174793718943,1.2561286894169121,1.179330136432306,1.1228994057140926,1.0644384377007488,1.0351365219207764,1.0142891214366032,1.0288710866795876,0.9607648806975485
20180531,1.1659310727076313,1.1388553155709213,1.1152243052024655,1.0483209322535003,0.9515332623115487,0.9384185906438005,0.9296147732128022,0.9170179595604926,0.8499204065641497
20180629,1.1970846987435972,1.1485345488371852,1.0825906976628923,1.1090032840321602,0.9582464031600102,0.9166513726632495,0.975761736406558,0.9216418630519596,0.8083564536321891
20180731,1.1326597134945044,1.0704487755339152,0.9897280156239068,1.0702878194566743,0.8949528768646778,0.8299020233320653,0.9558524961194986,0.845954550546259,0.7349246348118851
20180831,1.1720230154926286,1.071770888493619,1.0017572701129425,1.1152313525445927,0.8983898278091683,0.8293492939389261,1.0102024768140911,0.8450074879258337,0.7232991877876795
20180928,1.0650338941348394,0.9595357331594049,0.853695308503162,1.0770709785235348,0.8175160260235962,0.6969024502109267,0.9556986699854635,0.7735302743328161,0.6543159151123721
20181031,1.0728292492645013,1.0024096527890958,0.8797593732256203,1.0561842282975153,0.837470799698982,0.7245493998434384,0.92944290309234,0.803215893755459,0.681022378387796
20181130,1.0150879596577917,0.9662674984562009,0.8342458869880275,1.031042641323592,0.8064675114523916,0.7082121153058782,0.8964198356399716,0.7758562740562296,0.6636807089126123
20181228,1.0636526418820131,0.9968569190231518,0.8668633724624593,1.0449284696084091,0.8051869517975879,0.7127984548799349,0.9357700837055455,0.7610676396625404,0.643812532924644
20190131,1.2456988267359226,1.1722583883987996,1.0194184170729348,1.174078440007287,0.936570782627744,0.8343821772126198,1.0133991676231897,0.9121355506370626,0.7871812307890433
20190228,1.2836101224191945,1.2869250932658194,1.1245471988287385,1.2729237323570863,1.0147742575814012,0.9003527078766023,1.0138485943654116,0.979647997618745,0.8817470594177156
20190329,1.2697215894581502,1.2773692944468815,1.1236893787593207,1.2907135139467525,0.9840059841938598,0.8637677534108795,0.9961521237289961,0.9384420314045783,0.8505288341236888
20190430,1.1810039967345545,1.199313312771757,1.0611513454254125,1.223465271879895,0.9349453268814815,0.8241093424358674,0.9415509376466983,0.8802599133388239,0.8069172151325902
20190531,1.2150702714167214,1.220751750610947,1.1215210897323296,1.2574965542680567,0.9537997890618994,0.8524919557590798,0.9684724472058189,0.8768918355321248,0.8129928179193475
20190628,1.2112077084429191,1.2217842748105066,1.1270347431327252,1.2392971978088723,0.9334657346980421,0.8618029900674726,0.9735562072252762,0.8701259936042857,0.8350551742779212
20190731,1.172642052078493,1.19565513511175,1.2092768887558845,1.1769156782568777,0.9132411824392767,0.9001454596866486,0.9281302114370079,0.8451227831448397,0.844354069611653
20190830,1.181777103333888,1.2022114332272629,1.2099851699932058,1.1983143425074028,0.9218620715891018,0.90903573541427,0.9393295819590297,0.8560411611315185,0.8391557918986665
20190930,1.1716019755056672,1.205331156174558,1.2341136943457487,1.217879704065607,0.9277042667233457,0.9266123213191164,0.9594243483522338,0.8353889294809577,0.8608907547643677
20191031,1.172512850447211,1.2187184801067608,1.2108327946094788,1.195624255015603,0.9136497449825128,0.9062697547582115,0.9375667247824706,0.8262359298325603,0.8592495869468628
20191129,1.252348286999098,1.3369315150424852,1.284383166200676,1.2434150052876503,0.9944919253468046,0.9691437144067547,0.9755660343245729,0.9080809129433733,0.94015289432382
20191231,1.2225553780362357,1.3089074023822602,1.2973315743076235,1.1925085230443453,1.0002197976399938,1.040407800616649,0.9391010708703,0.8975322132309405,0.9856778465743934
20200123,1.1988256509948576,1.3213156416331613,1.3228209611371253,1.1352972574475917,1.0011602075181305,1.0863525468834518,0.8877844775947462,0.882877129847585,1.0029446358212302
20200228,1.151821411391725,1.2504042472275296,1.2510314569333885,1.0986002733091966,0.9487114114336435,1.0034888892505125,0.8588710433427732,0.83904383214426,0.9103243092955519
20200331,1.1715252496075552,1.3110880141671828,1.364863849446281,1.1044387725483709,1.004564367267411,1.100162689195036,0.8697732580920071,0.8606419582110032,0.981468489460103
20200430,1.1853079346668611,1.344092749640267,1.4097123724609233,1.111329590752475,1.0207834269347775,1.1356867950926848,0.8647894359207919,0.8800161320503537,1.0120518033468844
